review,label
sayang banget noda,0
sedikit rusak lebih oke banget,0
desain lumayan warna bagus bahan sedang,0
bagus cuma sedikit kelupas sablon belakang rekomend deh,0
warna sesuai pesan desain keren kualitas bahan bagus sekali suka,1
desain mayan warna mayan ukur mayan,1
desain baik kualitas bahan lumayan nyaman lumayan nyaman baik bagus moga awet,1
desain lumayan warna bagus kualitas lumayan ayo beli jangan ragu,1
kirim cepat bahan kaos adem ukur sesuai xxl sedikit defect sablon belakang moga jadi bahan evaluasi depan biar produk makin kualitas nanti,1
kualitas bahan bagus desain keren kualitas mantap,1
bahan sesuai harga desain sesuai harga nyaman sesuai harga,1
warna oke desain bagus nyaman kerah nya kaku ukur m aku lumayan gede harus aku ambil size s kali yaa baju bagus,1
bagus worth it harga segitu cuma ngepas kurang besar dikit,0
desain sangat tarik kualitas warna pudar kayak kaos lawas cocok opet,0
bahan oke nyaman oke tekstur oke,1
produk bahanny bagus nyaman lembut cuma minus pesan hitam sama putih kirim putih keduaduanya moga lebih teliti jual,0
desain bagus bahan adem nyaman nyaman,1
desain cakep nyaman enak cocok buat school sih,1
warna bagus desain rapi bahan adem lembut hangat next order,0
lumayan cuman jahit kurang rapi,0
desain bagus warna bagus bahan bagus bagus,0
tampil tarik pertama kali pesan kain halus adem tipis nerawang next order,0
suka baju banget celana tipis sesuai lah sama harga,1
warna sesuai desain bagus sih jahit lihat sedikit kualitas bahan bagus kasih bintang dulu kali kalau beli kasih bintang,0
kualitas bahan tebal halus warna sangat sesuai desain keren bahan sangat tebal jahit lumayan rapi,0
desain simpel kualitas detail nyaman dipake,1
suka banget udah kali kali belanja sini,1
desain jos kualitas bahan bagus nyaman sangat nyaman buat hari rekomended guys buat nongkrong suka pake celana cargo pendek buru co habis,1
kayak bukan oversize lengan pendek,0
warna sesuai foto desain sama kualitas bahan bagus minus warna aja brown wash sesuai foto brown wash malah foto hitam wash liat,1
jenis sablon kurang rapih,0
nyaman sangat nyaman bahan bagus kirim lama,0
warna sesuai ekspektasi desain mantap nyaman bahan adem banget,1
desain tarik bahan sedang kurang size doang ukur l kok kaya kecil banget,1
warna bagus desain mantap kualitas bahan tebal,1
desain keren warna bagus nyaman nyaman,1
kualitas bahan tebal desain tarik warna bagus barang bagus bahan bagus tebal harga kualitas sesuai harga bagus,1
desain modern warna bagus bahan bagus harga kualitas barang realpict sesuai foto suka bahan tebal,1
bagus bahan super nyaman jahit rapih ukur m bb bagus badan,0
warna bagus desain bagus kualitas bahan sesuai harga mantap,1
warna desain kualitas bahan maaf min bolong kecil bagi depan ora popo panggah,0
warna sesuai gambar desain bagus kualitas mudah bagus,1
sen size pas nya kecil,1
nyaman kain sedikit tipis oke,1
bahan enak model bagus mohon baik kancing baru dateng udah kaya mau lepas udah pernah beli belum sama kaya gitu,1
ukur nya kecil banget,1
desain tarik warna bagus nyaman nyaman pakai tipis benar bagus bgt sayang bagi reseletingnya noda kuning gitu gapapa deh tetep suka sama jaket,1
warna sesuai gambar desain oke bahan nyaman ukur s cocok keluar,1
kualitas bagus bahan tebel nyaman lembut pas acara aktivitas hari,1
kualitas bagus mantap nyaman pakai,1
kualitas pas acara jalan jalan bagus pas banget deh buat jalan jalan wkwk,1
desain keren bahan halus nyaman nyaman recomended,1
aku beli buat temen aku hk moga suka sama baju hehe,1
bahan bagus harga jangkau,0
bagus sesuai foto kirim lama dikit jauh bal,0
salah pilih size lain oke banget,0
sangat cocok sekali emas rapi kirim cepat moga amanah,1
bahan bagus dingin nyaman pakai ntah udah pesan berapa selalu pesan sini thanks,1
darat selamat toko moga berkah barang okay sesuai harga makasih kurir baik hati,1
cepet banget paket dateng dps solo cuma hari,1
produk bagus cuma salah warna aja gapapa kali moga lebih detail min masalah pesan apa kirim,0
nyaman kaos nyaman desain warna,1
bahan halus nyaman desain polos warna hitam asli sih ga nyangka kalau bagus enak rekomended banget buat mau cari kaos sandwash,0
bahan lembut nyaman warna oke keren nyaman nyaman pakai,1
pas acara gigs urban fashion nyaman bahan bagus sesuai harga worth it kualitas sekian lama ngubek nyari windbreaker army diolshop nemu hungry co pilih paling srek harga gin dapet windbreaker kece bagus font oke ga neko size logo jaket fit printing bahan jaket bagus sesuai luar ekspektasi overall bonus sticker good job sukses terus produk bal,1
desain tarik modern kualitas bahan bahan bagus adem nyaman sangat nyamann pakai,1
nyaman sangat nyaman kualitas jenis kain adem styling desain keren mau langanan toko keren sesuai ekspektasi aku,1
desain bagus banget kualitas bahan tebel banget baru kali beli kaos oversize tebel biasa standar kayak merk belah warna hitam bagus sablon oke harga segitu masuk worth it buat dpt cuttingan rapi sablon oke sama kerah bagus,0
desain tarik detail apik warna sangat bagus sesuai gambar nyaman sangat nyaman kenal,1
warna sesuai gambar nyaman bahan nyaman pakai,1
desain keren bahan katun murni nyaman nyaman,1
desain bagus warna bagus nyaman bahan tebal adem puas pokok belanja sini next order,1
desain oke warna white nyaman oke,1
desain bagus nyaman sangat nyaman kualitas bagus sekali barang min sukses selalu usaha,1
bahan baik desain bagus keren nyaman kain sangat nyaman pakai,1
penting jaga kulit cepat putih ikut patut coba dua salah satu,0
desain bagus nyaman sangat nyaman bahan bagus langgan,1
desain bagus nyaman sangat nyaman bahan bagus udah langgan jamin puas,1
warna bagus tarik desain sangat oke kualitas bahan oke,1
desain warna nyaman,1
kualitas produk sangat bagus harga sangat jangkau waktu emas kirim sangat cepat,1
kualitas bahan bagus tebal warna hitam kualitas sangat bagus sesuai ekspektasi bahan tebal bagus recommended,0
desain lumayan warna pas nyaman lumayan all jaitan rapih minus lingkar kerah bagi belakangseperti tarik bahan jadi kalau dipake kaya embung jadi liat kurang bagus,0
desain tarik nyaman nyaman bahan adem mantap lah,1
kualitas bahan tebal tahan lama kualitas cukup bagus bahan tebal,0
kaos bagus bgt sablon bagus bahan nya enak sizenya sesuai mantep sih,0
desain keren bahan nyaman adem nyaman nyaman banget kirim cepat harga oke banget,1
desain oke bahan adem banget nyaman nyaman guna kirim cepat sekali harga oke,1
barang bagus worth it,0
bahan tebel desain sama gambar warna sesuai,1
nyaman sangat nyaman kualitas kualitas cukup bagus styling bagus warna buat lebih terang overall bagus,1
nyaman sangat nyaman kualitas bahan bagus lembut warna sesuai ekspektasi,1
desain tarik warna sesuai nyaman kain bagus,1
kerenn kualitas bahan bagus,0
desain pas banget cuttingan nya bahan good warna warna sesuai ekspektasi nyaman nyaman sizenya pas tinggi cowok cm ukur s pas banget sih gak gede lengan panjang baju bener cocok pas banget,1
nyaman adem kualitas biasa aja styling kurang,1
warna bagus desain bagus simpel nyaman bahan nyaman banget sih bagus worth to buy panjang sih buat aku,1
x beli sini bahan bagus tebel tp adem gampang nyerap keringat bagus buat suka pake kaos oversized tinggal naikin ukur aja lebih suka sama logo label lama warna hitam lebih liat mahal looksnya logo putih,0
packing aman cepat bahan celana bagus jahit rapih ukur sesuai resleting merk ykk,0
desain tarik warna sesuai model keren recommend deh beli sini walaupun jauh tetep sering beli sini bahan tebel adem,1
bahan nyaman nyaman adem desain sangat tarik recomend deh beli sini walaupun jauh tetep sering beli sini bahan tebel adem,1
desain simple elegan warna sangat cerah tarik nyaman sangat nyaman guna next time beli,1
bahan bagus desain polos tekstur lembut turut tipis bagus sesuai harga kirim barang lumayan sellernya ramah harga jangkau mantap pokok,1
bahan bahan lembut desain bagus kualitas adem panas gak ragu belanja toko,0
pesan berapa kali makin kesini makin bagus kualitas bahan,1
baik bagus cakep kece nyaman pakai cuman pesan hitam datang warna tp gapapa tetep oke,1
biasa bahan kualitas bagus,0
emang ga pernah gagal produk satu,1
nyaman nyaman sekali pas acara casual hari hari styling casual mantap worth it harga,1
warna dusty pink desain tarik nyaman adem sangat nyaman bahan sangat bagus desain bagus sablon bagus puas banget sama kaos sini next bakal sen,1
bahan enak pakai warna tarik desain simpel,1
terimakasih barang sesuai pesan muas makasih toko,1
desain bagus tebal pas nyaman nyaman,1
warna sesuai bahan muas nyaman nyaman tipis tp ga tipis banget bahan ga kaku enak pakai suami suka mau koleksi semua warna buat hari kece banget buat jalan cocok,1
baju bagus cuma kirim lama biasa cepet,0
bahan bagus warna cerah nyaman nyaman produk bagus kirim cepat puas belanja harga jangkau kualitas oke rekomendasi layan ramah cepat barang sesuai harap paket baik masalah transaksi mudah kirim tepat waktu,1
desain oversize warna abu cream nyaman nyaman bahan adem kirim cepat packing rapih,1
bagus cuma ukur biasa pake l malah gede beli sini,0
label item bagus bahan tebal jahit leher rapi sekarang lebel putih bahan tipis jaitan leher kurang rapih,0
bagus cuma benang bekas jahit kok ga dibersihin,0
desain bagus warna bagus model keren,1
warna bagus desain tarik nyaman nyaman keren,1
bahan tipis ga tau nyerep keringat engga sama saran aja sablon nya banget bagus sedikit,0
lucu banget bahan adem enak banget,1
produk baik packing aman cepat kirim standar,1
tampil kemas paket lecek warna bagus bahan bagus adem pakai,0
cuttingan oversizenya bagus banget warna bagus bagus toko langgan ga pernah kecewa kalau belanja sini recommended banget,0
pas acara semua kualitas lumayan padan harga lumayan,1
nyaman lumayan styling lumayan saran tampil lumayan,0
tampil sesuai bahan bagus sesuai deskripsi sablon lumayan cuma cuttingannya aja kurang deskripsi si bilang oversize liat kaya oversize nanggung,0
warna lumayan tampil bagus,0
bahan bagus cuman saku belakang ga tutup kaya cino ukur ny terlalu besar no,0
warna hitam bahan ga tau nyaman nyaman ukur pas suami seperti bahan mudah buluk warna kalau sering cuci bukan bahan celana kargo padahal harga sedikit lebih mahal lain but oke lah emas cepat,1
desain oke warna oke nyaman oke kayak nya s lebih tipis s belum,1
padan harga padan fitur baik baik,1
warna sage navi ukur l tampil bagus jahit kerah sedikit kurang bagus gak rata,0
barang sesuai foto kirim sangat cepat good job,1
warna sage tampil bagus kain tebel adem halus ga nerawang suka bgt worth it lah,0
bahan bagus dulu kak,0
beli kali sedikit kecewa bahan kaos lebih tipis order pertama,0
warna tampil,0
padan harga padan emang sih model oversize kayak panjang badan ukur panjang dikit jadi kaya bukan oversize,0
styling formal kualitas mudah melar nyaman hangat pakai,1
warna sesuai tampil snya ga baik sablon hungryco nya ga nyesel sih beli sini aneh ko bahan ga sama bagus kaya sablon yah apa cuma asa aja,0
warna bagus tampil bagus,0
tampil warna xl nya jumbo banget nyata,1
nyaman ga masalah padan harga sesuai saran tampil bahan katun ramah kantong terima kasih udah order kesi kali suami aku suka,1
bahan bagus nyaman gak gerah cocok buat aktivitas,0
warna warna terlalu dark kalau nama light grey lebih terang,0
tampil bagus warna hitam bagus cuma satu cacat,0
tampil lumayan warna hitam bagus sih bahan tp sayang datengnya sama ukur l semua padahal sen ukur l sama mterus warna kaos satu cacat warna punggung kayak beda kayak pudar apa kena sablon,0
bahan biasa banget jahit so so resletingnya susah dinaikturunin,0
kok pas dipake gaada oversizenya liat reguler shirt apa mungkin ukur kecil yaa,0
warna sesuai pesan tampil bagus sesuai pesan terimakasih,1
tampil bagus warna grey kain sedikit kasar tipis coba moga nyaman pakai kirim cepat packing baik thank you seller,1
paket baik terimakasih banyak kak baju bagus,1
sesuai sama foto gambar kantong belakang celana kaya celana formal bukan celana cargo kantong pinggir beda warna sama celana,1
beberapa jaitanya kurang rapi banyak benang keluar baju seluruh bagus,0
tampil kain tebal jahit sesuai lah warna sesuai foto bagus mungkin kalau beli ukur m pas bb bawah,1
warna pink tampil tarik bagus sih terus gede suka oversize jadi suka,1
overall kaos bagus cuma sedikit kurang jahit kurang rapi depan lebih rapi terimakasih,0
kayak beda bahan celana pertama beli lebih bagus pertama,0
tampil baik warna sesuai pesan,1
tampil kerenn warna cream warna lama pakai bagus sih pas banget keren tampil cuma bahan tipis terus warna lama pakai,0
warna black tampil mantap brand andal baik man,1
warna hitam pekat tampil baik sesuai gambar jahit rapi moga sablon awet,0
warna sesuai tampil bagus lah kalau ukur sedikit dinaikin deh udah bahan lumayan lah,0
warna black tampil okey,0
warna gray tampil lurus aja atas bawah kurang gembrong ga bagus kargo pendek,0
barang datang sesuai pesan kualitas sesuai harga bagus kaya biasa terimakasih,1
baju bagus banget makasih banyak kak cocok buat aku mah,1
warna bagus beget tampil oke buat nongki warna kayak sweater iqbal woy,0
warna black tampil bagus bahan bagus realpict sih,0
celana terlalu pendek kak,0
bahan cuma tipis nerawang,0
warna sesuai bahan sesuai harga moga awet moga bulu,1
bagus bgt kirim cepet cuman hari langsung dateng suka,1
thanks banget buat seller bahan kemeja tebel lembut inti semua produk the best lah sukses selalu,1
bagus tipis,0
bahan tipis sama warna hitam,0
kirim barang lama,0
bagus moga suami suka,1
puas banget dah pokok,1
suka bahan tipis rapat selera aja sih kalau gw kurang suka bahan tipis kayak gin ngerasa aneh pas dipake kalau tubuh gemuk cocok ni terus width biasa size l jadi xl gede awur size nya saran aja mo beli turunin size bintang cukup kaos,0
terimakasih atas kirim layan kualitas sangat muas,1
keren sih hitam terlalu pekat,0
stiker gak barang pas chat seller padahal bilang makasih,1
barang kirim perlu tingkat thanks,1
bahan bagus kira besar emng pas banget but i like,1
baju pas nicelah buru diorderrr gais baju pas nicelah,1
oke bahan bagus segi motif aku suka gak terlalu ribet simple kirim cepat pokok mantul dah,0
keren kualitas tetap no,1
bagus pol adem banget muah,0
barang bagus sampai lama,0
proses cepat kirim cepat ukur pas bahan corak camo kayak bahan jersey kirain sama bahan kaos,0
barang bagus kain lembut barang pas bnget,1
bagus bahan adem jahit rapih,0
kualitas barang bagus sesuai gambar kirim lumayan cepat,1
bahan alus kurang tebel,0
barang bagus bahan bagus tebal cuma tas emang kecil jadi enggak isi banyak barang,0
bagus suka sayang gak discount harga,1
datang tepat waktu bahan lembut,0
kirim cepat desain keren thanks,1
not bad kirim cepat,0
barang cepat bagus,0
barang cepat bagus banget,0
kirain warna kayak biru biru gitu yah soal foto liat sih biru pas dateng warna abuabu tp gapapa sih keren ukur m pas kok aku tp oversize jadi lucu gitu suka thanks,1
muas sayang gapernah dapet stiker padahal udah langgan beli udah lebih baju,1
sangat bagus pokok ga mikir panjang besok promo hoodie beli langsung wkwk tunggu promonya kak,1
harga sesuai kualitas mantul,1
alhamdulillah paket udah nyampe moga aja orang suka,1
sangat suka sekali produk baju toko bagus banget,1
ambil bahasa latin jawa sempurna bahasa rusia arti jiwa muda berapiapi,0
barang bagus noda sedikit,0
alhamdulillah cepat terimakasih sayang plastik rusak padahal dipake,1
kece banget hoodienya tp tahu bahan bakal panas gak kalau dipake siang beda sama gambar bagi bawah gak label tp gakapa udah keren kirim ntb jakarta cepet banget hari sampe,1
kalau pasu barang bagus kualitas bonus nya mantap sih kirim nya lama next time moga kirim cepat kaka,1
barang darat mulus baju bagus keren terimakasih kak,1
keren banget sesuai deh harga,1
kualitas bagus sih kurang tebal aja kaos,0
love it free boxer hehe,1
layan ramah packing rapi,1
produk keren kualitas bagus dpt stiker mantap lah jos,1
size m nya dipanjangin sizenya biar gak gantung,0
produk sangat bagus respon jual baik cepat kirim baik,1
cakep deh barang aku suka,1
merknya miring haha jelek banget,0
barang nice makasih kak,1
mantap produk sangat baik free masker harga jangkau gak rugi kalau beli store,1
kecil wkwk mau ambil xl panjang hadeh size chartnya dibenerinlah kalau kak wkwk,0
kain lembut nyaman pake pokok nyaman,1
warna bagus sekali bahan bagus sekali nyaman bagus sekali celana sangat bagus nyaman,0
nyaman nyaman warna lah tekstur mantap,1
barang kayak premium gak bakal nyesel beli toko,0
kain bagus adem suka banget,1
muat laptop keren jadi mau kembar sama suami kan warna putih,0
warna abu bahan bagus nyaman adem enak pakai bagus sesuai pesan,1
desain sesuai gambar warna bagus kualitas bahan sangat bagus,1
warna oke desain oke nyaman oke,1
nyaman ringan beri ruang gerak bahan ringan nyaman guna jahit rapi kualitas bagus nyaman guna bahan dingin sangat pas acara luar santa,1
warna bagus bahan bagus kali desain,0
warna sangat sangat bagus tampil keren,0
warna sangat sesuai tampil keren,0
barang kirim sesuai variasi minta terimakasih seller,1
warna tarik sesuai gambar desain lumayan keren simpel kondisi barang bagus muas barang aman sesuai coba bahan adem terimakasih,1
warna mantap tampil moga awet,1
tampil baik warna bagus,0
pesan selamat sesuai pesan,1
warna good bahan good nyaman good good stuff,1
tampil simple warna sesuai foto,1
tampil keren warna bagus kemeja bagus bahan adem banyakin variasi warna dong kak kayak foto navy putih cuma bahan jelek kalau warna kayak gitu bahan bagus beli,0
overall mantap looksnya mewah,1
tampil keren warna biru bahanya halus tebel warna poko bakal langgan produk sih sesuai ekspektasi,1
tampil keren warna hitam kain halus jahit rapih bagus nyesel beli sini kirim cepat terimakasih,0
produk original sesuai foto harga jangkau kirim super cepat,1
tampil kaos kaos order dua gak foto video tp bagus kok kaos,0
warna warna sesuai lah sama deskripsi tampil stylenya keren baju bagus bahan enak dipake cuma gampang kusut aja jadi pake setrika dulu,0
cinta sama baju keren banget,1
tampil oke warna black mantap,1
tampil bagus warna putih bagus,0
tampil oke warna oke udah dateng bagus barang sesuai jual ramah respon cepat kirim cepat kurir ramah moga semua beri sehat lancar rezeki mudah segala urus amin udah gin aja pokok barang bagus deh semua bagus baik terimakasih,1
tampil good warna good,1
nyaman bahan oke saran tampil keren suka,1
warna ukur sesuai order sip kurir ramah bahan kualitas bagus,1
warna putih bersih tampil keren trendy bahan kaos halus lembut nyaman adem pakai produk kualitas recommended,0
warna jos tampil jos jos,0
tampil desain bagus warna krem hijau kualitas baik bahan tebel thanks seller,1
awal mesen xxl tp pas mau kirim nyata kirim xl stok kosong langsung kabar pihak toko so far so good si bagus untung fit badan good job tengkyuu,1
top markotop deh pokok,1
warna bagus tampil sesuai keingininan nyaman pakai moga tahan lama terimakasih,1
warna baik tampil baik overall celana bagus sesuai gambar,1
warna sesuai pic tampil keren recommended thx bonus nya,1
warna sesuai pic tampil top recommended thx bonus nya,1
barang bagus kirim cepat lebih murah dri toko sesuai apa mau pokok recommend belanja toko cukup puasa produk bagus,0
tampil sesuai foto warna bagus barang bagus nyaman pakai,1
tampil cakep warna sesuai pic nyata gede suami biasa pake size belakang suami ngerasa ukur kecil jadi beli size lebih gede,1
cepet kirim,1
mesan kali terimakasih,1
jahit kurang rapi jadi jahit ulang,0
warna tampil lah pokok nya,0
barang sesuai deskripsi packing rapi aman jual fast respon mantap,1
warna real pict tampil bagus sesuai gambar recommended toko bagus amanah realpict mantap dah nilai,1
warna putih tampil bagus udah beli x ga pernah gagal,0
pas acara buat nongkrong nyaman wokeh kualitas wokeh so far so good recommended,1
bagus kirim cepat buat libur bal mingdep kemarin rekomendasiin ukur xl kegedaan suami gak suka oversize,1
bahan lembut dingin desain keren,1
bahan bagus banget warna sedikit beda gambar datang warna cream muda gapapa bahan cuttingannya bagus banget nyaman nyaman banget bagi perut sedikit longgar tp gapapa pakai gesper so far bagus banget lg pilih model toko mau sen thanks min oiya kirim cepet banget sen hari rabu tgl merah hari jumat siang semarang padahal jauh loh,0
tampil kaos warna langit kaos bagus sodara sangat suka cocok dipake dsegala suasana,0
bagus bahan halus kirim cepat good moga toko laris amin,1
warna bagus bangett woi bagus banget bahan alus,0
terima kasih seller kakak cantik barang terima baik lecet sedikit sesuai ukur minta bagus pol pokok next bakal order dong terima kasih orang baik moga rezeki lancar selalu,1
layan bagus kirim cepat produk bagus,1
warna pekat bagus tampil keren oke,0
styling formal kualitas bagus baik pas acara resmi barang bagus baik mantab,1
terimakasih pesan produk bagus sekali bahan tebel adem,1
bahan tampil kain sangat elegan,0
tampil sablon bagus warna hitam segi bahan gak terlalu tipis gak terlalu tebal pas lah bikin adem sablon bagus rapi buat warna hitam gak terlalu panas buat siang bahan bikin adem kualitas mantap tahan kualitas udah mantap,0
bagus pas sablon oke,1
bahan adem nyaman sangat nyaman warna realpict,1
suka poll bakal bagus kado pacar,1
warna hitam l kualitas bagus nyala abangkuh,0
warna bagus tampil tampil cakep bagus,0
desain kurang rapi warna usang bahan tipis lebih baju usang bahan bukan s tipis,0
pesan beda warna beda tebal bahan warna putih paling tipis warna mustard paling tebal pesan semua ukur m pcs ukur sama warna navy paling beda jauh lebih kecil lain size chart beri aktual lenceng jauh,0
dulu bahan benar benar cotton combed s sekarang apa udah punya kuantitas kualitas turunin,0
paket,1
kain buluk ga hitam pekat,0
belit belit kurir jntnya kecewa,0
gak puas ukur asli gimana sih,1
kolor kecil banget dah,0
ukur nya sesuai ukur s aja kayak ukur xl kecewa,1
kurang suka cuma lebar samping doang panjang kurang jadi ngatung pinggang,0
udah mah banyak garis item sobek,0
kesel sen rabbit dateng hurted padahal barang orang kado ulang tahun yaudah gapapa jual sangat tanggung jawab mau tuju kembali brg sangat responsif tp sayang kembali barang tentu makan waktu lumayan kurang efisien terus kl beli lg kena ongkir lg,0
kain tipis sekali beda kayak beli pertama sangat kecewa,0
sablon niat apa engga beranta gin kali cari tukang sablon bener bukan bagus malah malu kalau dipake baju jadiin keset kaki,0
realita seman ekspektasi bahan jelek banget udah gitu bolong gimana sih gua kira tal pinggang eh malan kolor dalem anak sd,0
ukur pxl sesuai cantum,1
baju kotor noda,0
mohon maaf belum foto barang barang jauh banget beda hehe kalau beda warna mungkin sedikit tp beda banget kalau cantum foto asli kak,0
kain udah bulu ga sesuai ekspetasi,1
tipis banget mana kecil ukur xl kayak m kecewa sih,0
respon jual ga baik,1
review jujur harga murah kirim cepat last deh belanja sini kualitas payah celana bau kecoak tipis chart sizenya kecil x sih belanja sini peniliaian tetap sama belum kirain produk lain beda tau sama,1
kecewa barang sesuai ekspektasi,1
bahan kok retak retak,0
celana buat niat press banget udah honest review,1
baju jelek banget udah tipis mana rombeng kata emak,0
sesuai foto hati hati mau beli,1
barang sesuai jadi kecewa,1
pesan sesuai anjing,0
product kirim qc ulang sedih pas product ga rapih jaitannya jebol sambung tangan belakang,0
jelek kirim harap cek dulu barang rusak kirim mana lama banget,0
ga cek dulu apa kok bolong kirim nyesel banget,0
kualitas produk baik kait banyak beranta banyak bengkok bengkok,1
salah kirim gimana cara,0
gaada tera ukur situ emang benar molor cuman kecil,0
ukur sesuai kalau males ngukur celana usah jual celana jual sabun aja sesuai deskripsi paling kecewa kalau beli celana mending satu tengah sentimeter udah lebih payah susah banget nulis deskripsi sesuai barang,0
baju pendek banget ga sesuai sama ukur hati hati guys aku nyesel,1
nyesel beli ukur xl nya ga sesuai xl nya pendek banget inti nyesel banget,0
oversize apa pendek iya,0
masa ukur gin sih ukur lo padahal,1
barang sesuai foto,1
bagi tangan panjang bagi badan pas,1
barang order habis terus pilih ganti sesuai order kecewa,1
kok salah yah aku mesan blue sandwash warna biru kok datang malah black sandwash warna hitam lebih teliti dong jangan bikin langgan kalian kecewa,0
kecil beda sama ukur kaki,1
apa nih kualitas buruk celana robek,0
barang return hati pilih size kawan padahal barang utuh bio isi terang kalau salah size ukur return mohon hati hati belanja sini,0
kualitas sablon bagus cepat pudar,1
sablon nya kurang bagus cepat pudar,0
kecewa sama bahan tipis banget,1
dipake koyak syuum,0
barang sesuai gambar udah bau comberan not recommended,0
padahal baju bagus pas beli celana warna gambar sama asli jauh banget,1
baru buka udah robek kali cek dulu bang kirim kondisi barang,0
jujur si jelek banget masa apa udah rebek jahit kurang rapi kurang kuat,0
terlalu besar tebel jelek,0
bahan adem si tp ga tebel terus pinggang besar terus gd kancing masa,0
sangat kecewa bahan tipis jaitan lepas parah sih,0
order kirim,1
bahan tipis nerawang size cacat beli satu gede satu kecil tipis jelek plis beli be smart jangan mau beli harga murah kualitas ga ngejamin,0
bahan kurang bagus bolong slur,0
nyesel banget beli sini kualitas jelek jahit ngga rapih banget bahan kasar nyesel banget sumpah beli sini harga malah hadeh,0
ga terlalu oversize banget size s nyaa,0
terang gak oversize terima oversize kecewa,1
sen navy dateng item kan gajelas,0
bahan kasar bulu jangan belanja toko ini,0
jelek banget anjing nyesel beli celana,0
ukur ngga sesuai kualitas bahan jelek banget kualitas sablon parah serius jangan tipu sama konten marketing sok wow padahal kualitas barang jauh harap mending beli baju bekas lebih bagus produk layan ga kalah buruk kualitas baran not recommend,0
gak sesuai ekspetasi kirain tebel nyata cuma baju biasa kasi lengan panjang,1
jelek banget bahan sizenya ancur,0
sablon banyak rusak,0
sen lapis dateng malah poleng,1
jelek banget anjir harga mahal kualitas jelek bahan tipis banget,0
sen xl dateng malah l miris sih gak kepake,0
ukur ga jelas ga sesuai,1
nyesel banget potong kain gak presisi jadi pas peke gak nyaman sama sekali gagal produksi sukur ganti rugi,0
ukur sesuai pesan ukur m sesuai spek ukur sesuai spek pakai,1
gimana sih niat jual gak kali teliti ngapain kirim robek kayak gin kecewa banget,0
woi gue sen nomer kirim nomer,1
sama aja tipis buat harga segitu mahal,1
tipis semua kirain harga segitu udah tebel nyata beda banget ama foto beda jauh tipis banget,0
size warna hitam kecil belum udah pernah beli warna cream size sama longgar sekarang makanya sen hitam size jg eh malah kecil,0
celana robek kirim periksa produk,0
kirim lama banget masa ampe hari logis ga si,0
perhati toko barang baru barang bekas aja boss kecewa banget boss,1
baju tipis banget transparan mana harga lumayan mahal tipis banget baju kirain tebel baju tau tau tipis banget,1
produk kosong gak sampe gak chat kata telpon ga angkat kalau gitu infoin lewat chat shopee,1
produk kualitas bagus sih layan seller and kurir jelek banget masa pake jt express sampenya hari udah gitu pas ngechat jual gak direspon udah gitu barang gaada biarpun uang taruh packingan ga chat pas mau kembali barang aj dirspn,1
produk kualitas lmyn sih cuma leting ga bs n plynn seller and kurir jelek bgt masa pake jt express smpnya hari udah gitu pas ngechat jual gak respon udah gitu barang gaada biarpun uang taruh packingan ga chat pas mo kembali barang aj direspon,1
hoodienya sedikit kecewa kena abu kapur,0
gak sesuai harap terlalu pendek satu warna nya gak sesuai pick terlalu ngejreng sekali aja deh kurang rekomended toko,0
maaf baru sempet coba nyata produk sobek jadi ralat ulang penilainnya,1
kecewa ah kualitas bahan kurang bagus,0
celana bagus sesuai deskripsi salah kirim produk nya pes ukur malah datang ukur malah sayang gak pakai celana aju kembali gak,0
m nya kok beda beda punya teman m nya lebih besar kok punya m nya lebih kecil padahal sama beli toko hm dichat kurang muas,1
gak sesuai foto,1
barang kok ga sama kaya dulu,1
produk kecewa bahan tipis kata s s ukur m size chart panjang cm datang panjang segitu,0
sen ukur datang,0
celana gak sesuai dengn ekspektasi jahit kok beda yah bagi betis belah besar belah kecil kalau turtlenecknya top gua saranin liat dulu barang kirim bang,0
celana kurang bagus ngab jahitanya gak rata,0
barang sesuai pesan ukur kecil,1
gegara celana jelek jadi kasih bintang semua,0
celana pendek gasesuai deskripsi gantung makeknya ga recommend bahan tipis kancing putih jangan jual barang kayak gin dong kk biar mahal sedikit jangan murah kira barang toko bagus semua rupa ga nyesel mana order dekat hp om jadi ga tukar baru ketemu paket hari,0
produk sesuai foto bahan jelek,1
ga sesuai gambar kirim,1
warna kusam pakai bekas,1
besar banget gw kira ukur buat gua nyata,1
gede ga pilih sizenya,0
punya sesuai order pesan warna blue light datang darkblue,1
barang sesuai pes kesel sama kurir masa bayar kan udah masuk ongkir malah nombok jadi maaf kasih bintang kurir je korup,0
barang sobek bahan ga sesuai sama harga,1
baru sekali ngasih bintang seller produk worth to buy lah cuma sop sellernya ga banget ukur baju celana beli online kadang ga sesuai besar walaupun udah sen sama ukur udah biasa pake cuma sini gabisa tuker sizenya sama sekali,1
aduh datang bukan oversize dong,0
ku kira kain dingin nyata panas sempit,1
sorry to say baju emang bagus masa baru dateng robek gak enak banget sih liat robek ngelebar masalah,0
ukur xxl kaya ukur l,1
parah nih celana kecil wkwk,0
kok gitu barang udah kecil banyak bolong jga,0
jahit kacau parah baik cek dulu kemas gw kasih hadiah bintang biar kacau ni toko,0
kurir emosi gak sabar,1
sen apa dateng apa anj,0
kok putih oversize,0
dah lah paling males kalau salah kirim pesan,0
saran kalau jual kasih size nya biar beli ga kecewa,0
sen lengan pendek datang lengan panjang sen polos malah gambar wkwk,0
