review,rating
"bajunya bagus, cuma pengirimannya yg agak lama biasanya cepet",4
"Bahan:Bagus
Warna:Cerah
Kenyamanan:Nyaman

Produk bagus, pengiriman cepat. Puas belanja!
Harga terjangkau, kualitas oke. Rekomendasi!
Pelayanan ramah dan cepat, barang sesuai harapan.
Paket sampai dengan baik, tidak ada masalah.
Transaksi mudah, pengiriman tepat waktu.",4
"bagus sesuai dengan harganya untuk 24s, nerawang dikit tp tebel",4
"Desain:oversize
Warna:abu, cream
Kenyamanan:nyaman

Bahan adem, pengiriman cepat, Packing rapih.",4
Bagus cuma ukuran yg biasa di pake L malah ke gedean beli di sini,4
"Label yg item bagus bahan tebal jahitan leher rapi
Yg sekarang lebel putih bahan tipis jaitan leher kurang rapih??",4
"Bagus, cuma benang bekas jahitan kok ga dibersihin",4
"Desain:bagus
Warna:bagus
Model:keren",4
"Warna:bagus
Desain:menarik
Kenyamanan:nyaman

Keren",4
"Bahannya agak tipis ya, ga tau ini nyerep keringat atau engga. Sama saran aja sablonan nya tolong banget agak yang bagusan sedikit",4
Lucu bgt bahannya adem enak bgt,4
"Produk baik, packing aman, kecepatan pengiriman standar.",4
"Tampilan:kemasan paket lecek
Warna:bagus

Bahan bagus adem di pakai.",4
"Cuttingan oversizenya bagus banget warnanya juga bagus bagus, toko langganan ga pernah kecewa kalo belanja disini recommended banget",4
"Bagus selalu langganan 
Tpi bru kali ini pengirimannya lama bgt smpai 12 hari pdhl reguler",4
"Pas untuk Acara:semua
Kualitas:lumayan
Sepadan dengan Harga:lumayan",4
"Kenyamanan:lumayan
Styling:lumayan
Saran Tampilan:lumayan",4
"Tampilan:sesuai

bahannya bagus sesuai dengan deskripsi sablon lumayan cuma di cuttingannya aja yang kurang di deskripsi si bilang oversize tapi ini keliatan kaya oversize tapi nanggung",4
"Warna:lumayan
Tampilan:bagus",4
Bahannya bagus cuman saku belakangnya ga ada penutupnya kaya cino ukuran ny terlalu besar no28,4
"Warna:hitam
Bahan:ga tau
Kenyamanan:nyaman

Ukurannya pas untuk suamiku, tapi ini sepertinya bahan yg mudah buluk warnanya kalau sering di cuci, bukan bahan celana ""kargo"", padahal harganya sedikit lebih mahal dari yg lainnya. But oke lah, pengemasannya juga cepat",4
"Desain:oke
Warna:oke
Kenyamanan:oke

Kayak nya 30s.. lebih tipis dari yang 24s sebelumnya",4
"Sepadan dengan Harga:sepadan
Fitur Terbaik:baik",4
"Warna:sage navi, ukuran L
Tampilan:bagus tapi jahitan di kerahnya agak sedikit kurang bagus/ gak rata",4
Barang sesuai foto dan pengiriman sangat cepat good job,4
"Warna:sage
Tampilan:bagus

Kainnya tebel, adem, halus, ga nerawang, suka bgt, worth it lah...",4
Bahan bagusan yang dulu kak,2
Beli untuk yg ke 2 kalinya sedikit kecewa karna bahan kaosnya lebih tipis daripada yg orderan pertama,2
"Warna:ok
Tampilan:ok",4
"Sepadan dengan Harga:sepadan

emang sih model oversize tapi kayaknya untuk panjang badan ukurannya agak kepanjangan dikit jadinya kaya bukan oversize",4
"Styling:formal
Kualitas:tidak mudah melar
Kenyamanan:hangat saat dipakai",4
"Warna:sesuai
Tampilan:24snya ga sebaik yg ada sablonan Hungry.co nya

Ga nyesel sih beli disini tapi yg saya aneh ko bahannya ga sama bagusnya kaya yg ada sablonannya yah. Apa cuma perasaan aja",4
"Warna:bagus
Tampilan:bagus",4
"Tampilan:ok
Warna:ok

XL nya jumbo bgt ternyata",4
"Kenyamanan:ga masalah, masih ok
Sepadan dengan Harga:sesuai
Saran Tampilan:ok
Bahan katun dan ramah di kantong, terima kasih. Udah order kesian kalinya, suami aku suka.",4
"Bahannya bagus, nyaman dan gak gerah.. cocok buat aktivitas",4
Warna:warnanya terlalu dark kalau namanya light grey seharusnya lebih terang.,4
"Tampilan:bagus
Warna:hitam

Bagus yg ini cmn yg satu cacat",2
"Tampilan:lumayan
Warna:hitam

Bagus sih bahannya tp sayang knp datengnya sama ukurannya L semua padahal pesenku ukuran L sama M...terus itu warnanya kaosnya yg satu cacat warnanya di punggung kayak itu beda kayak pudar apa kena sablon",2
"Bahannya biasa banget, jahitannya juga so so. Apalagi resletingnya, susah dinaik-turunin",2
"Kok pas dipake gaada oversizenya, keliatannya seperti reguler shirt, apa mungkin ukurannya kekecilan yaa",2
"Warna:sesuai pesanan
Tampilan:bagus

Sesuai pesanan terimakasih",4
"Tampilan:bagus
Warna:Grey

Kainnya sedikit kasar & tipis, belum dicoba tapi semoga nyaman dipakai. Pengiriman cepat, packing baik. Thank you seller",4
Paket sudah sampai dengan baik terimakasih banyak ya kak baju bagus,4
Tidak sesuai Sama foto di gambar dari kantong belakang Celananya kaya celana formal bukan celana cargo. Kantong pinggirnya beda warnanya sama celananya,2
Beberapa jaitanya kurang rapi masih banyak benang yang keluar dari baju tapi untuk keseluruhan bagus,4
"Tampilan:kain tebal, jahitan tapi sesuai lah
Warna:sesuai dengan foto dan bagus""

Mungkin kalo beli ukuran m pas di bb 60 kebawah",4
"Warna:pink
Tampilan:menarik

bagus sih trus gede juga dan saya suka oversize jadi suka",4
"Overall kaosnya bagus, cuma sedikit kekurangan. Jahitannya kurang rapi, tolong kedepannya bisa lebih rapi lagi. Terimakasih",4
"Kayaknya beda bahan dengan celana yang pertama saya beli, lebih bagusan yang pertama.",2
"Tampilan:baik
Warna:sesuai pesanan",4
"Tampilan:Kerenn
Warna:Cream, tapi warnanya seperti sudah lama dipakai

Bagus sih, pas bgt juga keren tampilannya. cuma bahan agak tipis, trus warnanya seperti sudah lama dipakai.",4
"Warna:black
Tampilan:mantap

Brand andalan terbaik man",4
"Warna:hitam pekat
Tampilan:baik

Sesuai di gambar, jahitan rapi, semoga sablon awet",4
"Warna:sesuai
Tampilan:bagus lah

Kalo bisa ukurannya sedikit dinaikin lagi deh, yg lain udah ok, bahan juga lumayan lah",4
"Warna:black
Tampilan:okey",4
"Warna:gray
Tampilan:lurus aja dari atas smpe bawah

Kurang gembrong, ga sebagus kargo pendeknya..",2
barang datang sesuai dengan pesanan untuk kualitas sesuai dengan harga bagus kaya biasanya terimakasih,4
Bajunya bagus banget makasih banyak ya kak cocok buat aku ini mah,4
"Warna:bagus beget
Tampilan:oke buat nongki

Warna kyk sweater iqbal woy",4
"Warna:black
Tampilan:bagus

Bahan bagus realpict sih",4
Celana terlalu pendek kak,2
"Tampilan:oke
Warna:realpict",4
"Warna:hitam
Desain:gak nyaman di bagian selangkangan
Bahan:biasa aja bahan panas

Bahan panas .. selangkangan agak sempit … gpp lah sesuai dengan harga… mohon ditingkatkan kualitas bahan dan designnya",1
Bahannya cuma tipis nerawang,1
"Warna:Sesuai
Bahan:Sesuai dengan harga

Semoga awet dan semoga tidak berbulu.",4
"Bagus bgt, pengirimannya cepet cuman sehari langsung dateng.. Suka",4
"Bagus ni tas, yang paling asik sih bahannya, keliatan mewah gitu",4
"Thanks bgt buat seller, bahan kemejanya tebel dan lembut, intinya semua produk the best lah.. sukses selalu",4
Bagus. Tapi agak tipis,2
Bahan tipis nggak sama dengan warna yang hitam,4
Pengiriman barang agak lama,2
Bagus.. Semoga suami suka,4
Puas banget dah pokoknya,4
"Penyuka bahan tipis merapat, selera aja sih klo gw kurang suka bahan tipis kayak gini, ngerasa ada yang aneh pas dipake, klo yg bertubuh gemuk cocok ni, terus width 54 (biasanya size L) jadi XL dan itu gede, awuran size nya, saran aja yg mo beli turunin size, bintang 4 cukup untuk kaos ini",4
"Terimakasih atas pengiriman dan layanannya, kualitasnya sangat memuaskan",4
Keren sih tapi hitamnya tidak terlalu pekat,2
"Stikernya gak ada.. 
Tapi barang ok.
Pas chat seller padahal bilang ok.
Makasih",4
"Barang ok!
Tapi pengirimannya yg masih perlu di tingkatkan.
Thanks",4
"Bahannya bagus. Kukira besar, tapi emng pas banget, but I like",4
Baju pas Nicelah Buruan DiOrderrr Gais Baju pas Nicelah,4
Oke bahannya bagus dan dari segi motifnya. aku suka gak terlalu ribet simple dan pengiriman cepat pokoknya mantul dah,4
Keren kualitas tetap no1,4
Bagus pol. Adem banget. Muah,4
Barangnya bagus tapi sampainya lama,4
"Proses cepat pengiriman cepat, ukuran pas. Tapi bahan yg corak camo itu kayak bahan jersey kirain sama2 bahan kaos.",4
"barangnya bagus, kainnya juga lembut, barangnya juga pas bnget",4
Bagus.. Bahannya adem jahitannya rapih,4
Kualitas barangnya bagus sesuai gambar pengirimannya lumayan cepat,4
Bahannya alus tapi kurang tebel,4
Barangnya bagus bahannya juga bagus tebal cuma tasnya emang agak kecil jdi enggak bisa isi byk barang,2
"bagus suka ,, tapi sayang gak ada discount harga",4
Datang tepat waktu. bahan lembut.,4
"Pengiriman cepat & desainnya keren.
Thanks",4
Not bad Pengiriman juga cepat,4
Barangnya cepat sampai dan bagus,4
Barang cepat sampai dan bagus banget,4
Kirain warnanya kek kebiru biruan gitu yah soalnya di foto keliatannya sih biru. Tapi pas dateng warnanya abu-abu tp gpp sih masih keren juga ukuran M pas kok di aku tp masih oversize jd lucu gtu suka. Thanks,4
Memuaskan tapi sayangnya gapernah dapet stiker lagi padahal saya udah langganan beli udh sampe lebih dari 10 baju,2
"Sangat bagus dan pokoknya ga mikir panjang besok ada promo hoodie kita beli langsung wkwk ,ditunggu promonya kak",4
Harga sesuai kualitas mantul,4
"Alhamdulillah Paketan udah nyampe, semoga aja orangnya suka",4
Sangat suka sekali dengan produk baju dari toko ini bagus banget,4
itu di ambil dari bahasa latin dan jawa yang disempurnakan ke bahasa rusia yang artinya adalah jiwa muda yang berapi-api,4
Barangnya bagus tapi ada nodanya sedikit,2
"Alhamdulillah cepat, terimakasih, tapi sayang plastiknya rusak padahal bisa dipake lagi",2
Pokoknya bahannya adem banget memang the best lah,4
"Kece bet hoodienya. Tp belum tahu bahannya bakal panas gak kalo dipake siang2. Agak beda tapi sama gambar, di bagian bawahnya gak ada labelnya. Tp gakapa, udah keren. Kirim dr NTB ke Jakarta juga cepet banget 3 hari sampe.",4
"Kalau pemasukan dari saya barangnya bagus + berkualitas + ada bonus nya juga mantap sih, tapi pengiriman nya agak lama next time semoga pengirimannya cepat ya kaka",4
"Barang sudah mendarat dengan mulus, bajunya bagus dan keren terimakasih kak",4
keren banget sesuai deh dengan harga,4
"Kualitasnya bagus sih , tapi kurang tebal aja menurut saya untuk kaosnya",4
"Love it 
Free boxer hehe",4
"Pelayanan ramah, packing rapi",4
"Produknya keren kualitas bagus dpt stiker juga, mantap lah jos",4
"Size M nya agak dipanjangin sizenya, biar gak gantung",3
Produk sangat bagus dan respon penjualnya baik kecepatan pengirim baik,4
Cakep deh barangnya aku suka,4
Merknya miring haha jelek banget,2
Barangnya nice makasih kak,4
Kok agak tipis ya min,2
"Mantap Produk Sangat baik, Free Masker Harga Terjangkau, Dan Gak Rugi Klo Beli Di Store Ini....",4
Warna agak kurang sesuai dengan pict,2
"Kekecilan wkwk, mau ambil yg XL kepanjangan, hadeh, size chartnya dibenerinlah kalo bisa kak wkwk",2
"Kainnya lembut, nyaman di pake, pokoknya 100% nyaman",5
"Warna:bagus sekali
Bahan:bagus sekali
Kenyamanan:bagus sekali

Celana sangat bagus dan nyaman",5
"Kenyamanan:nyaman
Warna:boleh lah
Tekstur:mantap",5
"Barang kayak premium, gak bakalan nyesel beli di toko ini",5
Kain bagus adem suka bgt,5
"Muat laptop keren, jd mau kembaran sama suami kan ada juga yg warna putihnya",5
"Warna:abu
Bahan:bagus
Kenyamanan:adem enak dipakai

bagus sesuai pesanan",5
"Desain:sesuai dengan gambar
Warna:bagus
Kualitas Bahan:sangat bagus",5
"Warna:oke
Desain:oke
Kenyamanan:oke",5
"Kenyamanan:ringan dan memberi ruang gerak
Bahan:ringan dan nyaman digunakan
Jahitan:rapi

Kualitas bagus dan nyaman digunakan bahan juga dingin sangat pas untuk acara diluar atau bersantai",5
"Warna:bagus
Bahan:bagus kali
Desain:ok",5
"Warna:sangat sangat bagus
Tampilan:keren",5
"Warna:sangat sesuai
Tampilan:keren",5
Barang dikirim sesuai variasi yang diminta. Terimakasih seller,5
"Warna:menarik dan sesuai gambar
Desain:lumayan keren dan simpel
Kondisi Barang:bagus dan memuaskan

Barang aman dan sesuai, sudah dicoba dan bahan juga adem. Terimakasih",5
"Warna:mantap
Tampilan:semoga awet ya",5
"Tampilan:baik
Warna:bagus",5
Pesanan sudah sampai dgn selamat dan sesuai pesanan,5
"Warna:Good
Bahan:Good
Kenyamanan:Good

Good Stuff",5
"Tampilan:simple
Warna:sesuai foto",5
"Tampilan:keren
Warna:bagus

Kemeja bagus bahannya adem banyakin variasi warnanya dong kak kek di foto navy putih cuma bahannya jelek klo ada warna kek gitu dgn bahan yg bagus pasti beli lgi",5
Overall mantap looksnya mewah,5
"Tampilan:keren
Warna:biru

Bahanya halus, tebel warna ok
Pokonya bakalan langganan produk ini sih
Sesuai ekspektasi",5
"Tampilan:keren
Warna:hitam

Kainnya halus, jahitan rapih bagus nggak nyesel beli di sini, pengiriman juga cepat
Terimakasih",5
"Produk original, sesuai dengan foto. Harga terjangkau. Pengiriman super cepat",5
"Tampilan:kaos

Kaosnya sudah sampai. Ini orderan kedua. Gk ada foto dan videonya tp bagus kok kaosnya.",5
"Warna:warna ok, sesuai lah sama deskripsinya
Tampilan:stylenya keren

Baju bagus, bahan enak dipake. Cuma gampang kusut aja jadi sebelum pake harus setrika dulu",5
"secinta ini sama bajunya , keren banget",5
"Tampilan:oke
Warna:black

mantap",5
"Tampilan:bagus
Warna:putih

Bagus",5
"Tampilan:oke
Warna:oke

Udah dateng dan bagus ya, barang sesuai, penjual ramah dengan respon yang cepat. Dan pengiriman juga cepat, kurir ramah. Semoga kita semua diberi kesehatan dan kelancaran rezeki, dimudahkan dalam segala urusan. Amin
Udah gini aja pokoknya barang bagus deh, semuanya bagus dan baik. Terimakasih ya....",5
"Tampilan:good
Warna:good",5
"Kenyamanan:bahan oke
Saran Tampilan:keren

Suka",5
"Warna uKuran seSuai Orderan,, sip kurir raMah bahan kuaLitas bagus",5
"Warna:ok
Tampilan:baik",5
"Warna:Putih Bersih
Tampilan:Keren dan Trendy

Bahan Kaos Halus, lembut nyaman dan adem dipakai. Produk berkualitas dan recommended",5
"Warna:jos
Tampilan:jos

Jos",5
"Tampilan:Desain bagus
Warna:Krem & Hijau

Kualitas baik, bahan tebel, thanks seller.",5
"awalnya mesen xxl tp pas mau dikirim ternyata dikirim xl karena stoknya kosong dan lgsg dikabari oleh pihak toko
tapi so far so good si, bagus juga dan untungnya masih fit di badan
good job! tengkyuu.",5
top markotop deh pokoknya,5
"Warna:bagus
Tampilan:Sesuai keingininan

Nyaman di pakai, semoga tahan lama
Terimakasih",5
"Warna:baik
Tampilan:baik

Overall celana bagus & sesuai dengan gambar",5
"Warna:sesuai pic
Tampilan:keren

Recommended 
Thx bonus nya",5
"Warna:sesuai pic
Tampilan:top

Recommended 
Thx bonus nya",5
Barangnya bagus pengiriman juga cepat lebih murah dri toko lain sesuai apa yang di mau pokoknya recommend belanja di toko ini cukup mempuasakan produk bagus,5
"Tampilan:sesuai foto
Warna:bagus

Barang bagus nyaman di pakai...",5
"Tampilan:cakep
Warna:sesuai pic

Ternyata kegedean di suamiku yg biasanya pake size 34
Belakangan suamiku ngerasa ukuran 34 kekecilan jadi kubelikan yg size lebih gede",5
Cepet juga ini pengiriman,5
"Pemesanan ke 2 kalinya , terimakasih",5
"Jahitan kurang rapi,, jadi harus di jahit ulang",2
"Tampilan:keren
Warna:sesuai gambar",5
"Warna:ok
Tampilan:ok
Ok lah pokok nya!",5
"Barang sesuai deskripsi, packing rapi dan aman, penjual fast respon, mantap",5
"Warna:real pict
Tampilan:bagus sesuai di gambar

recommended toko ini bagus amanah realpict mantap dah penilaian 1000",5
"Warna:putih
Tampilan:bagus

Udah beli 2x ga pernah gagal",5
"Pas untuk Acara:buat nongkrong
Kenyamanan:wokeh
Kualitas:wokeh

So far so good
Recommended !!",5
"Bagus pengiriman cepat buat liburan ke bali mingdep, kemarin di rekomendasiin ukuran XL tapi kegedaan karna suami gak suka oversize",5
"Bahannya lembut, dingin dan desainnya keren",5
"Bahan:Bagus Banget
Warna:sedikit beda dengan gambar, yang datang warna cream muda tapi gapapa setidaknya bahan dan cuttingannya bagus banget.
Kenyamanan:Nyaman Banget

bagian perutnya agak sedikit longgar, tp gapapa bisa pakai gesper. 

So far bagus banget, lg pilih model lain lagi di toko ini mau pesen lagi. thanks min


oiya pengiriman cepet banget, saya pesen hari rabu (tgl merah), hari jumat siang sampai ke semarang. padahal jauh loh",5
"Tampilan:kaos
Warna:langit

Kaosnya bagus. Sodara saya sangat suka. Cocok dipake dsegala suasana.",5
"Bagus bahannya halus, pengiriman cepat, good semoga tokonya laris amin",5
"Warna:bagus bangett woi

Bagus banget bahannya alus",5
Terima kasih seller kakak cantik barang sudah sampai dan sudah saya terima dengan baik tanpa lecet sedikitpun sesuai ukuran yang diminta bagus pol pokoknya next bakal order lagi dong terima kasih orang baik semoga rezekinya di lancarkan selalu,5
"pelayanannya bagus, pengiriman cepat, produknya juga bagus",5
"Warna:pekat bagus
Tampilan:keren oke",5
"Styling:formal
Kualitas:bagus baik
Pas untuk Acara:resmi

Barang bagus baik. Mantab",5
"Terimakasih.. pesanan sudah sampai.. produk bagus sekali, bahan tebel adem.",5
bahan dan tampilan kain yang sangat elegan,5
"Tampilan:sablonnya bagus
Warna:hitam

Dari segi bahan ok, gak terlalu tipis gak terlalu tebal pas lah bikin adem . sablonnya bagus rapi. buat warna hitam gak terlalu panas buat siang karena bahannya bikin adem
Kualitas mantap.. tolong pertahankan kualitasnya ya udah mantap ini",5
bagus. pas. sablon oke,5
"Bahan:adem
Kenyamanan:sangat nyaman
Warna:realpict",5
Suka poll bakal bagus untuk kado pacar,5
"Warna:hitam L
Kualitas:bagus

Menyala abangkuh",5
"Warna:bagus
Tampilan:tampilannya cakep

bagus",5
"Desain:kurang rapi
Warna:usang
Bahan:tipis

Lebih ke baju usang,,, bahannya bukan 24s
Tipis amat",1
"Pesan 4, beda warna beda ketebalan bahan, warna putih paling tipis, warna mustard paling tebal. Pesan semua ukuran M, tapi setiap pcs ukurannya tidak sama, warna navy paling berbeda jauh (lebih kecil dari yang lainnya). Size chart yang diberikan dengan aktual juga melenceng jauh.",1
"Dulu bahan bener bener cotton combed 20s sekarang ini apaan, udah punya kuantitas, kualitas di turunin",1
Sablonan pada mengelupas mengecewakan,1
Belum sampai paket saya,1
Kainnya buluk... ga hitam pekat,1
Berbelit belit kurir jntnya kecewa,1
Gak puas ukuran 32 aslinya 34 gimana sih,1
Kolornya kecil banget dah,1
"Ukuran nya tidak sesuai, ukuran s aja kek ukuran Xl
Kecewa",1
"Kurang suka cuma lebar ke sampingnya doang , panjangnya kurang jadinya ngatung di pinggang",1
Udah mah banyak garis item sobek lagi,1
"agak kesel karna pesen rabbit yg dateng hurted, pdhl barang orang, kado ulang tahun, tapi yaudah gapapa. penjual sgt bertanggung jawab, mau menyetujui pengembalian brg, dan sangat responsif, tp sayangnya pengembalian barang tentunya makan waktu yg lumayan, kurang efisien, trs kl beli lg kena ongkir lg nanti",1
"Kainnya tipis sekali beda kayak beli yang pertama,, sangat kecewa",1
"SABLONNYA NIAT APA ENGGA SAMPE BERANTAKAN GINI!!! LAIN KALI CARI TUKANG SABLON YANG BENER, BUKANNYA BAGUS MALAH MALU KALO DIPAKE. 

BAJU SAYA AKAN JADIIN KESET KAKI...",1
tantannya gede dan kegedean,1
realita tidak semanis ekspektasi bahan jelek banget udah gitu bolong gimana sih gua kira yg bertali pinggangnya eh malan seperti kolor daleman anak sd,1
Ukuran PxL tidak sesuai dengan yang dicantumkan,1
bajunya kotor ada noda,1
"Mohon maaf sebelumnya, antara foto barang dan barang yg sampe jauh banget bedanya hehe klo ada perbedaan warna mungkin sedikit ya, tp ini BEDA BANGET 
Kalo boleh, tolong cantumkan foto asli ya kak",1
"Kainnya udh buluan, ga sesuai ekspetasi.",1
"tipis banget, mana kekecilan. Ukuran XL kayak M. agak kecewa sih:(",1
Respon penjual ga baik :(,1
"REVIEW SEJUJURNYA : HARGA MURAH DAN PENGIRIMAN YANG CEPAT, TAPI LAST DEH BELANJA DISINI KUALITASNYA PAYAH , CELANANYA BAU KECOAK DAN TIPIS , CHART SIZENYA PUN PADA KECIL SUDAH 2X sih BELANJA DISINI TAPI PENILIAIAN SAYA TETAP SAMA DENGAN SEBELUMNYA KIRAIN PRODUK LAINNYA AGAK BERBEDA TAUNYA SAMA",1
Saya kecewa barang tidak sesuai ekspektasi,1
Bahannya kok retak retak ya,1
"Celananya dibuat dengan tidak niat press banget, udah honest review",1
bajunya jelek banget udah tipis mana kerombengan lagi ini kata emak,1
"Tidak sesuai dengan di foto

hati hati yang mau beli",1
Barangnya tidak sesuai jadi agak kecewa,1
Pesanan tidak sesuai anjing,1
Pasti product yg dikirim ke saya tidak di qc ulang. Sedih pas dapat product yg ga rapih jaitannya jebol di sambungan tangan belakang,1
"Jelek, sebelum dikirim harap dicek dulu, barang rusak dikirim mana lama bgt",1
Ga di cek dulu apa ya..  kok bolong di kirim.. nyesel bgt,1
Kualitas produk tidak baik kaitan banyak yang berantakan dan banyak yang bengkok bengkok,1
salah kirim gimana caranya,1
Celana kekecilan dan gk ada ukuran,1
Kekecilan mana gada ukuran lagi,1
"Gaada tertera ukuran di situ, emg bener molor cuman itu ke kecilan",1
"Ukuran tidak sesuai, kalo males ngukur celana nggak usah jualan celana, jual sabun aja. Nggak sesuai deskripsi. Hal paling mengecewakan kalo beli celana. Mending satu atau setengah sentimeter, ini udah lebih dari dua. Payah. Susah banget ya nulis deskripsi sesuai dengan barang?",1
bajunya pendek banget ga sesuai sama ukuran hati hati guys aku nyesel,1
"nyesel beli ukuran xl nya ga sesuai xl nya pendek banget, intinya nyesel banget",1
oversize apaan pendek iya,1
masa ukuran 36 segini sih? ukuran 36 lo padahal,1
Barangnya tidak sesuai dengan foto,1
bagian tangan kepanjangan sedangkan bagian badannya pas,1
"Barang yang saya order habis, trus pilihan gantinya nggak sesuai
Yang diorder lain yang sampai lain
Kecewa",1
"Kok salah yah, aku mesannya blue sandwash (warna biru) kok datangnya malah black sandwash (warna hitam). Lebih teliti lagi dong! jangan bikin pelanggan kalian kecewa.",1
Kecil beda sama ukuran kaki,1
apaan nih!! kualitas buruk celananya robek,1
"Barang tidak bisa di return, hati2 memilih size kawan2 
Padahal barang masih utuh dan di bio tidak isi keterangan kalau salah size atau ukuran tidak bisa di return
MOHON HATI - HATI BELANJA DISINI",1
Kualitas sablon tidak bagus cepat pudar,1
"Sablon nya kurang bagus, cepat pudar",1
"ini saran aja, cuma buat referensi yang lagi cari tshirt local brand, sebelum saya liat barang dan sablonan saya pikir dengan harga 50k worth, ternyata saya salah besar, kualitas bahan dan sablon sangat ga worth buat harga 50k, kalau harganya seperti dulu (30k an) ini barang sangatlah worth dibeli",1
Kecewa sama bahannya tipis bet,1
Blm dipake sudah Koyak syuum,1
"Barang tidak sesuai gambar udah itu bau comberan lagi , not recommended",1
Padahal bajunya bagus tapi pas beli celana warna di gambar sama aslinya jauh bgt,1
"baru dibuka udah robek -_-
lain kali cek dulu bang sebelum kirim kondisi barangnya",1
"jujur si ini jelek banget masa belum apa"""" udah rebek jahitannya kurang rapi kurang kuat",1
terlalu besar dan tebel jelek,1
bahannya adem si tp g tebel trs pinggangnya kebesaran trs gd kancingnya masa,1
Sangat kecewa bahan tipis jaitan pada lepas parah sih,1
"Lain yg diorder, lain yg kirim",1
"bahan tipis, nerawang, size CACAT beli dua yang satu gede yg satu kecil, TIPIS jelek plis pembeli harus be smart jangan mau beli harga murah kualitas ga ngejamin",1
Bahan kurang bagus + bolong slur,1
Nyesel banget beli di sini kualitas jelek jahitan ngga rapih banget bahan kasar nyesel banget sumpah beli disini harganya malah lagi hadeh,1
ga terlalu oversize banget untuk size S nyaa,1
Di keterangan gk ada oversize tpi yg diterima oversize kecewa,1
Pesennya navy yang dateng item kan gajelas...,1
Bahan kasar dan berbulu jangan belanja di toko inii,1
Jelek bgt anjing nyesel beli celananya,1
"Ukuran ngga sesuai, kualitas bahan jelek banget, kualitas sablon parah. Serius ya jangan ketipu sama konten2 marketing yang sok wow padahal kualitas barang jauh dari harapan. Mending beli baju bekas lebih bagus daripada produk ini. Pelayanan juga ga kalah buruknya dari kualitas baran. Not recommend!",1
Gk sesuai ekspetasi kirain tebel ternyata cuma baju biasa yg di kasi lengan panjang,1
Jelek banget bahannya sizenya juga ancur,1
Sablonnya banyak yang rusak,1
Pesen lapis yg dateng malah poleng..,1
"Jelek bgt anjir, harga mahal kualitas jelek bahannya tipis bgt",1
Pesennya XL yang Dateng malah L miris sih gk kepake,1
"ukuran ga jelas, ga sesuai.",1
"Nyesel banget, potongan kainnya gak presisi, jadi pas di peke gak nyaman sama sekali,

Gagal produksi... sukur"" bisa diganti rugi",1
"Ukurannya tidak sesuai. Saya pesan ukuran M sesuai spek, tetapi ukurannya tidak sesuai spek sehingga tidak bisa saya pakai",1
"Ini gimana sih, niat jualan gak. Lain kali teliti ya ngapain dikirim ada robek kek gini. Kecewa banget",1
Woi gue pesen nomer 32 kenapa dikirimnya nomer 34,1
Sama aja tipis buat harga segitu kemahalan,1
Tipis semua kirain harga segitu udah tebel ternyata beda banget ama di foto beda jauh tipis banget,1
"Untuk size 30 warna hitam kekecilan, sebelumnya udah pernah beli yg warna cream size yang sama dan agak longgar, skrg makanya saya pesen yg hitam size 30 jg, eh malah kekecilan",1
Celananya ada yang robek sebelum dikirim tolong di periksa lagi produknya,1
Pengiriman lama bgt masa ampe 8 hari logis ga si,1
Min aku mesen ukurannya nomor 30 yang datang kok nomor 28?,1
Tolong di perhatikan ya tokonya barang baru seperti barang bekas aja boss kecewa banget boss,1
Bajunya tipis banget transparan lagi Mana harganya lumayan mahal Tipis banget bajunya kirain tebel bajunya Tau tau tipis banget,1
"Produk kosong gak sampe, gak di chat jg katanya ditelpon tapi ga diangkat klo gt ya bisa infoin lewat chat shopee",1
Produknya kualitas bagus sih tapi pelayanan seller and kurirnya jelek banget. Masa pake j&t express tapi sampenya 12 hari udah gitu pas ngechat penjual gak direspon. Udah gitu ada barang yang gaada (biarpun uang ditaruh di packingan) tapi ga di chat. Pas mau pengembalian barang aj yg dirspn.,1
Produknya kualitas lmyn sih cuma seletingnya g bs n plynn seller and kurirnya jelek bgt. Masa pake j&t express tapi smpnya 12 hari udah gitu pas ngechat penjual gak di respon. udh gitu ada barang yang gaada (biarpun uang ditaruh di packingan) tapi ga di chat. Pas mo pengembalian barang aj yg direspon.,1
"Untuk Hoodienya sedikit kecewa,, seperti terkena abu kapur",1
"Gak sesuai harapan, yg 1 terlalu pendek yg satu warna nya gak sesuai pick terlalu ngejreng. Sekali ini aja deh kurang rekomended tokonya.",1
"Maaf baru sempet coba ternyata produknya sobek,. Jadi saya ralat ulang untuk penilainnya",1
Kecewa ah kualitas bahannya kurang bagus,1
"Celana bagus sesuai dengan deskripsi.
Tapi kesalahan dalam pengirim produk nya, dipesan ukuran 32 malah yang datang ukuran 28.
Malah sayang gak dipakai celananya, diajukan pengembalian gak bisa juga",1
"M nya kok beda beda, punya teman M nya lebih besar kok punya saya M nya lebih kecil pdhl sama beli di toko ini juga hm dichat juga kurang memuaskan",1
Gak sesuai dengan yg di foto,1
Size tidak sesuai deskripsi.,1
Barangnya kok ga sama kaya yg dlu ya,1
"produk mengecewakan, bahannya tipis yang katanya 20s ini seperti 30s dan ukuran m di size chart panjangnya 71cm saat datang panjangnya tidak sampai segitu.",1
Pesen ukuran 28 yg datang 31,1
